x,y,theta
0.49312087433749174,0.592485851810561,4.055646868696092
0.35526244289561393,0.1271394106668751,5.379161991720892
0.47005145113052405,1.0611867371589538,-4.205935666115707
-0.08930530942219628,0.5005772973519295,4.826598244408881
0.25895720928517263,1.1107280994509585,-0.6399703249681616
-0.49097028778113033,0.7486894095820502,-4.9331105431329085
0.589736093963976,0.8527468785745761,2.9189035318017567
-0.2618532504294946,1.310442240360142,4.446095072449584
0.5010902814584117,0.26276223703796253,-0.3763765753609398
-0.8211531998298566,0.20829079957699698,2.0702348586386607
0.4405718689629017,1.3061380465172652,-1.9698687628969864
-0.23317252296027347,0.633900300442009,-3.511996138966714
-0.6661412727494332,0.6422016050382535,-3.0885824537567372
0.30566518233115647,0.5901550487875907,3.7625017023491303
0.3604771740546642,0.4216949360761511,3.757769770262575
0.5485758289619462,0.5230957747379177,-2.3939527108757814
0.3284918984528922,0.18866583954473282,-3.393958222774893
-0.8867478909573926,1.06234783458093,1.864419237302224
0.3692976717443557,1.0539841174235343,-0.4646516252294921
0.12373414943737315,0.1887259341402569,-4.359562098482546
0.30312532319276997,0.6359798333659936,0.7378029717566141
0.4769979307127159,0.8568696714693416,0.6059687366812208
0.10657288651852692,0.41033260339758626,-5.306325202758628
-0.11390869636419776,0.2896892878419753,-1.0345166523699874
0.6361255150311274,0.31581828360800207,-4.995478230947563
-0.3935089839359779,0.39635154498574027,1.8312326131300374
0.1026578714947961,1.0582625075352994,1.8583423336025495
-0.1685036449440508,1.0989274416681134,-3.766447487763166
-0.8591182456001892,0.12156460345948315,2.5148249721990794
-0.0686209837296674,0.21771688631528704,0.011816127872395832
-0.625838198537246,0.9400324399486579,-0.6089581680258549
-0.21416178735298153,0.40704129159519975,1.4734613936377592
-0.248737294414609,0.11832738271778866,-4.320251403879228
0.8314157741641293,1.2265838458062626,2.258634439642017
-0.4214340582086745,1.3083880169915654,3.152598406299891
0.390402330144062,0.6066379850396624,-2.575887213038108
-0.7264962488781226,1.2185131492553138,-0.500158371534229
-0.5357459291761647,0.41304141342508344,0.8959522040675854
-0.5818089752967082,1.1564292018316027,2.923786958753288
0.39503331024687705,0.5833255624887865,1.4398290466374917
0.1513763400328203,0.8772928501248056,-4.699823936944126
-0.15154667207828676,0.05617913074491796,-0.06796223224166553
-0.30624980968813686,0.19510764118626261,-4.485406698643658
0.15776022574066273,0.23030049125578297,4.807995197910358
0.1459100475954147,0.46827420304194767,1.028229969749109
-0.8589530093920599,1.294054846460621,-0.2001434101094226
0.508923395568649,0.11168549200554445,-0.15089072120877312
-0.01672740971873732,1.2660656247781266,0.8112251490153328
-0.0477190768333593,0.360417119713273,-1.9049097348022261
0.0372103234630311,0.5925304295539543,-5.4104398339366675
0.5873254479910326,1.209816956519134,-4.068686890526047
0.09726505579364475,0.1465772401782592,1.9479895314882532
-0.3937791786581989,0.8902204939466244,2.5672485687339623
0.48356547264167205,0.14545026676548306,4.704983055924496
-0.4856148035248151,0.050506947269903305,0.6203668046451387
-0.23233988289270513,1.1202160740938412,3.486241966371386
-0.3291499841996153,1.2864140924685878,-2.364663507409045
0.02710283189910634,0.3455528478555304,4.931536524029934
-0.6037059123596218,0.060629331896633706,-0.7340349476452568
0.8862759918222103,1.2037642244071631,2.81169041887493
0.7034264649469066,1.206152878386404,0.21328302815851607
-0.3313276979273858,1.042216709724991,1.8283457860486436
-0.2274160820028529,0.1275299928740021,2.791124707978634
-0.42757106001207834,1.2646976638791378,-2.9295537370600306
-0.6790357036710216,1.1220020281075422,-3.921261941388811
-0.5773170300223909,0.8091667113915413,4.236196820188701
-0.546417587238645,0.41893692882035627,3.1373747618279673
0.8492875444113039,0.6760005536187613,-4.027424305946277
-0.8749146589479133,0.3100356185967489,-4.163992557253458
0.31978560403171774,0.16447386962966395,0.0715898390114047
0.3496723748940409,0.7845073670286197,-3.3954573371538506
0.5474241326262854,0.9657995567547917,2.7028453689526177
-0.6640960296042988,0.1670676231258828,4.835618459777393
-0.18435924623125455,0.40628070520356485,-0.12911140347571415
0.29315557520847757,1.2900913058780739,-2.4152362385650807
0.7646551525052043,0.03356031100066018,0.6242751424109283
0.2411551946375221,0.14296148496435354,-4.067663268437765
-0.14559422137372324,1.3044129892462395,1.0862156712532514
0.779441778232224,1.0858871593676758,-0.3689053900448025
0.512574195075358,0.024079656667885165,-4.420477190776369
0.592971491080545,1.075702993248569,-3.023761927923905
0.05538526161108781,0.8181213001508424,4.159029524621392
0.18559287829317372,0.5569715791735775,-1.4229449253742494
-0.13341224099346471,0.8801068223599776,4.156221068738434
-0.0829856100642925,0.33458338634851087,-2.978278466262761
0.4428256927073284,1.1023677527482132,-4.4641996803576935
-0.780194036812595,0.8024853893815981,-4.001686274715146
0.5843955273402193,0.41895178020167967,-4.027713491080215
0.7577468304039741,0.22346780990629028,-2.43475847315307
-0.6234958721372941,0.15591157493423846,-5.415688268894462
-0.8002882423039328,0.2357659691082926,-5.051131269504618
0.16405886465367248,0.9189645462613375,-1.2030111741318148
-0.3276160168074502,0.6811103718646392,4.241205916908818
0.6320369115367102,0.058691329571164116,-3.602168072011678
-0.4738592194591044,0.3366732035900334,0.8056222999310414
-0.15072762974133525,0.06649305720501297,-1.4293903983898328
0.04275530655911819,0.1372570592238283,3.7713273402330536
-0.8064686189986893,1.24853643497459,-4.5339234886102435
0.6184348964930246,1.2185816582185711,5.423816539482756
0.5436465700907522,1.052294605704523,1.6114478641585723
